GENE,Human,Chimpanzee,Gorilla,Macaque,Marmoset,Mouse Lemur,Rat,Mouse,Rabbit,Cow,Pig,Cat,Microbat,Horse,Opossum,Platypus,Chicken,Zebra Finch,Chinese softshell turtle,Anole lizard,Xenopus,Medaka,Tetraodon,Fugu,Cod,Zebrafish,Spotted gar,Lamprey,C.savignyi,C.intestinalis,Fruitfly,C. elegans,S. cerevisiae
ZNF341#ENSG00000131061,100,99.8,98,93.9,92.6,0,32.3,89.1,87.5,92.5,18.1,94.4,91,90.9,80.4,52.3,76.9,64.6,54.7,72.5,58.7,53.5,51.9,54.1,36.5,54.3,60.4,0,29.9,29.6,0,0,
HDX#ENSG00000165259,100,99.7,99.3,98.4,97.4,86.5,76.2,90.6,94.2,0,0,91.7,47.2,94.2,82.6,31.9,76.2,74.3,78.8,73,56.5,38.6,0,37.7,36.7,32.8,42.9,25.4,0,0,0,0,
TCF7L2#ENSG00000148737,100,69.3,0,69.1,12.3,90.9,21.3,92.5,67.3,12.5,65.9,58,66.3,66.8,84.7,10.6,88.9,64.1,88.5,22.3,55.8,41.9,49.5,76.7,39,78.9,84.1,0,26.9,22.3,25.7,19.1,
SOX14#ENSG00000168875,100,0,100,100,0,100,99.6,99.6,100,0,99.6,0,0,0,94.6,0,96.3,95.8,56.3,0,88.8,89.6,89.6,89.6,67.5,90.4,91.3,0,45.4,45,41.3,35.4,
POU4F1#ENSG00000152192,100,81.6,0,84.5,0,83.5,97.1,99.3,88.1,0,61.6,61.1,28.4,0,79.7,0,88.3,0,0,0,75.2,69,67.5,71.6,56.3,73.3,74.2,63,46.5,46.1,45.6,36.3,
PBX4#ENSG00000105717,100,97.1,89.8,88.2,0,71.1,72.7,72.2,50,73.3,64.2,74.6,0,0,77.3,0,77.8,0,68.4,77.3,0,66,64.7,66.8,60.2,60.4,57.8,0,57.8,56.4,58,46,
SHOX#ENSG00000185960,100,0,100,98.6,0,92.1,0,0,62,93.2,95.9,93.5,0,0,92.8,25.3,93.2,92.1,90.8,90.1,0,84.6,46.9,62.3,83.6,84.6,0,0,0,0,49,0,
RAX2#ENSG00000173976,100,99.5,100,98.9,95.1,91.3,0,0,0,91.3,91.8,84.8,84.8,0,69.6,62,58.7,58.2,59.2,52.2,57.6,53.3,53.3,54.3,55.4,54.9,58.7,0,0,0,0,0,
YY1#ENSG00000100811,100,78.5,100,72.2,65.9,99.8,0,0,0,0,0,72.5,47.3,58.5,94.2,38.6,87.7,45.7,88.9,45.4,82.4,78,79.7,79.5,78.3,76.6,83.1,64.7,40.1,40.1,39.6,0,
ETV7#ENSG00000010030,100,99.4,98.8,90.6,88.3,64.2,0,0,56.9,0,72.7,61,53.7,73.3,59.2,60.4,53.4,52.2,48.7,53.4,0,41.1,37.5,39,36.1,48.1,51.3,46,0,0,28.7,0,
ZNF385D#ENSG00000151789,100,91.4,100,100,97.5,95.7,88.4,0,97,0,97,95.4,81.8,82.8,93.7,50.6,94.9,85.8,94.7,90.9,0,47.1,52.2,43.8,39,54.9,64.6,23.3,18.5,9.1,0,0,
SALL3#ENSG00000256463,100,93.5,99,94.4,84.9,77.7,77.1,79.9,68.8,0,79.5,62.5,81.2,76.9,75.5,38.2,74.7,70.7,72.7,73.8,69.1,60.5,44.8,58.9,59.2,57,67.1,0,17.5,22.7,27.3,17.2,
DACH1#ENSG00000276644,100,99,59.8,91.1,90.5,60.9,67,91.2,79.6,23.8,55.5,56.5,43.8,71.4,91.8,45.3,83.1,51.3,43.8,76.2,66.9,67.7,64.4,61,62.3,70.8,72.2,0,0,25.9,27.1,17.7,
CPEB1#ENSG00000214575,100,99.5,82.2,99.3,88.1,97.9,94.3,94.8,95.7,0,0,0,0,0,91.6,84.8,84.8,84.3,55.4,69.3,80.9,62.9,62.7,64.3,55.8,66.5,72.9,44,0,34.9,36.5,27.1,
TBX1#ENSG00000184058,100,94.1,60.2,88.9,63,82.6,88.9,86.9,59,0,0,54.3,0,41.6,80.6,31.9,75.6,67.7,39.6,0,71.5,65.9,66.3,65.7,65.5,65.7,58.6,0,39.4,33.5,41,0,
ZBTB42#ENSG00000179627,100,99.3,0,95.5,0,0,74.9,75.4,0,73.2,0,0,0,0,60.7,0,58.8,0,58.8,58.1,59.5,58.1,58.1,58.1,55.5,53.8,58.5,0,0,0,15.4,0,
HOXD11#ENSG00000128713,100,98.8,0,42.6,0,49.1,87,94.1,96.2,94.7,0,66.6,57.1,23.4,69.5,0,61.5,61.5,62.1,54.7,53.8,44.7,44.1,0,45.9,46.2,45.6,16,0,0,23.7,0,
ZBED4#ENSG00000100426,100,98.8,99.4,98.2,0,87,82.4,82.5,36.9,0,0,41.7,48.6,43.6,78.5,18.7,78.7,36.1,78,75.2,68.9,43.7,50.9,0,0,51.8,55.6,0,10.7,14.6,10.2,10.7,
FOXC2#ENSG00000176692,100,80.4,87,99.2,0,96.6,90.2,89.8,0,96.6,0,0,65.9,0,83,0,0,72.1,71.9,56.5,66.3,0,0,0,0,0,62.7,26.9,29.1,31.5,27.9,0,
TWIST1#ENSG00000122691,100,57.4,0,99,0,69.3,96,96.5,0,99,59.9,0,77.2,0,0,0,87.6,77.2,55,0,52,53,52,52,48.5,52.5,56.4,51.5,0,0,42.6,19.8,
SP9#ENSG00000217236,100,0,99,99.8,0,100,99.6,99.6,0,99.4,0,0,0,20,96.7,0,82.9,29.1,55,69.2,73.3,75.8,74.8,73.6,74,75,77.5,31,0,0,48.1,13.4,
SOX1#ENSG00000182968,100,0,0,83.1,72.4,99.5,0,99.5,95.1,92.6,0,0,0,0,92.1,0,81.1,0,54.7,70.8,70.8,69.3,61.6,0,71.4,70.8,72.9,54.2,0,0,0,26.6,
SOX21#ENSG00000125285,100,0,81.2,100,88,99.3,0,99.6,0,73.2,85.1,0,0,0,97.1,0,93.5,85.1,0,77.5,84.8,72.5,0,0,73.2,73.6,75,0,40.2,40.9,38,30.8,
POU3F3#ENSG00000198914,100,0,45.8,81.4,0,99.4,89,99,0,0,58,38.2,41.8,0,91.8,0,76.2,0,0,74.8,70.8,49.8,60.6,69.6,64,69.6,71,0,0,0,42,32.2,
JUND#ENSG00000130522,100,0,49.6,86.2,0,52.2,78.1,78.1,0,0,0,0,0,0,60.8,31.7,67.1,0,0,27.7,56.8,53.3,52.2,51.6,51.6,50.1,54.5,0,32.6,34,27.1,0,
FOXD2#ENSG00000186564,100,0,47.3,97.4,0,96.8,93.1,93.5,0,77.2,0,0,0,0,70.7,44.2,0,28.5,0,46.1,0,34.9,34.5,35.2,31.9,36.6,34.5,0,27.5,28.7,24.8,21,
SNAI1#ENSG00000124216,100,94.3,98.9,0,87.9,0,89,87.5,77.7,87.1,0,86.7,86,86.7,0,0,0,0,0,0,0,43.2,48.5,47.3,47,47.7,48.9,0,33,38.3,41.7,0,
ZNF629#ENSG00000102870,100,99,99.2,0,96.2,0,88.8,89,86.8,91.6,91.5,93.3,91.5,93.3,77.8,62.1,19.6,30.7,23.4,38.8,18.8,23.5,16.8,16.9,16.5,25.8,24.2,23.6,13.9,18.8,0,0,
HOXA6#ENSG00000106006,100,100,99.6,0,98.7,0,97,96.1,97.9,97.4,97.4,97.9,93.6,97.4,89.3,90.1,85.8,88,0,0,71.7,0,0,0,28.3,0,59.7,24.5,0,0,31.3,0,
DMRTA1#ENSG00000176399,100,98,89.7,0,92.3,0,68.3,67.1,75.6,80,78.6,81.2,61.1,50.4,64.5,58.1,0,0,25,34.9,46.4,38.5,38.7,39.5,37.1,0,45,16.5,0,0,27.6,0,
NKX2-8#ENSG00000136327,100,99.2,99.2,0,91.2,0,76.6,75.7,90.4,87,86.6,84.9,83.7,40.6,61.5,0,42.3,0,59,0,46,48.5,31.4,48.5,46.4,38.5,54,23.8,0,0,0,31,
CENPS#ENSG00000175279,100,98.6,0,0,93.5,0,0,71,73.9,82.6,82.6,0,73.2,0,0,49.3,63,68.8,69.6,0,55.1,45.7,42.8,42,35.5,47.8,56.5,41.3,0,26.8,0,0,
CXXC4#ENSG00000168772,100,54,57.8,63.2,54,74.1,85.6,66.5,53.1,37.6,51.5,0,50.7,0,50.4,35.1,0,47.1,39.2,0,30.5,43.6,44.7,45.2,42.5,47.4,46.3,0,0,12.3,0,0,
HMX2#ENSG00000188816,100,0,99.6,0,97.8,97.1,94.1,93.8,70.3,94.5,96,78.4,0,89,79.9,0,74,74.4,76.6,73.3,61.9,67.8,68.1,67.8,57.1,64.5,66.7,28.2,0,0,0,24.9,
NKX2-5#ENSG00000183072,100,99.7,99.7,0,97.2,93.2,88.9,87.7,94.8,94.8,95.4,93.5,0,79.3,71,0,65.1,64.2,58,61.7,60.5,50.3,49.4,51.2,46.3,53.7,57.7,0,41.7,42.6,23.8,19.4,
ZNF536#ENSG00000198597,100,99.8,99.2,0,97.8,66.8,88.7,88.8,88.2,92.6,70,92.1,0,91.8,85.6,84,51.1,81.9,81.2,78.4,68.1,51.8,51.2,54.3,55.2,56.5,62.8,6.5,3.7,4.2,0,0,
HOXA11#ENSG00000005073,100,100,99.7,33.2,96.2,98.4,97.1,97.1,96.8,98.4,97.8,84.7,78.9,78.3,86.6,85,80.5,81.5,80.2,72.5,74.4,63.9,57.2,57.2,64.9,64.5,69.3,17.3,0,0,24.6,0,
ALX1#ENSG00000180318,100,100,91.1,0,98.8,98.2,96,97.2,98.2,98.5,97.5,97.5,94.8,99.4,94.2,95.4,93.6,93.6,94.2,84.4,82.8,69.9,66,68.7,56.7,71.5,73.3,0,0,0,0,0,
TMF1#ENSG00000144747,100,99.5,99.1,68.2,97.3,75.8,86.7,87.3,92.4,92.5,87.9,93,86.9,94,82.3,81.8,75.4,75.7,59.7,72.6,66.3,60,60.5,61.4,39.1,60.4,64.5,49.4,0,11.2,23.3,0,
EEA1#ENSG00000102189,100,99.7,94.5,98.6,96.8,92.9,84.9,85.5,85,74,91.4,92.2,91.5,90.1,80.1,80.7,75.1,74.1,77,73.8,64.8,55.3,54,54.1,47.8,57.5,63.6,45.2,4.3,8.9,8.5,8.3,
ZNF236#ENSG00000130856,100,98.3,95.8,98.2,96.8,90.1,87.9,85.8,86,85.4,77.1,84.2,84.4,91.2,85.5,80.2,82.5,80.9,81.4,77.5,71.8,56.2,27.9,31.7,54.8,52.5,62.6,53.8,13.3,6.8,0,5.9,
EHF#ENSG00000135373,100,92.5,92.5,98.1,91.6,95,87.9,87.3,88.5,88.5,88.5,87.6,88.2,87.6,81.1,84.5,79.8,80.1,77,71.1,65.5,47.8,47.5,48.1,39.4,52.2,53.1,23.6,0,0,0,21.7,
ZNF385B#ENSG00000144331,100,81.7,82.4,99.4,80.5,96.8,74.7,89.6,77.1,92.6,75.8,69.2,75.4,76.9,73.7,80.7,67.5,82.4,84.5,64.8,63.3,43.9,40.1,48.8,0,64.1,66.5,31.2,13.8,7.4,0,0,
ZEB1#ENSG00000148516,100,97.9,97.8,97.2,98,88.4,82.5,84.7,72.8,86.1,51.3,93.2,90.7,72.8,82.8,82.9,83.6,80.3,82.6,73.1,70.4,47.6,46.8,46.8,0,53.4,68.1,21.5,19.6,19.6,20.6,16.2,
TSHZ2#ENSG00000182463,100,99.2,98.2,96.9,95.6,91.6,87.9,89.6,76.9,90.9,92.3,88.4,89.9,64.3,86.6,83.5,83.6,78.3,83.3,79.9,67.5,55.7,54.4,55,0,56,60.1,0,3.6,13.3,0,0,
DMTF1#ENSG00000135164,100,99.6,100,90.4,99.1,88.8,95.3,95.3,96.3,95.7,97.1,97.1,96.1,96.8,83.6,80,88.3,88.3,88.2,84.6,65.8,45.4,48,48.4,0,54.6,64.7,35.7,10.4,20.8,0,0,
PRDM4#ENSG00000110851,100,99.3,99.1,99.4,98.8,96.6,93.6,94,85,96.8,96.6,97.9,96.8,97.4,89.5,90.8,86,86.1,69.9,80.3,50.4,56.1,54.9,55.9,46.8,58.8,28.2,29.8,0,0,0,11.5,
ZBTB34#ENSG00000177125,100,100,100,100,100,98.8,93.2,93.2,94.4,97.2,95.8,98.8,97.2,98,92.4,68.6,89,83.6,88.6,83,78.2,64.6,62.4,60.8,0,60.8,0,0,0,0,0,0,
MYF5#ENSG00000111049,100,100,99.6,98.8,92.5,94.5,89.8,89.4,96.1,94.5,94.5,93.3,93.7,95.3,86.7,85.1,71.4,54.1,81.6,51,71.4,56.1,56.5,54.9,0,54.9,0,0,32.5,32.2,33.7,21.6,
ZBTB48#ENSG00000204859,100,99.9,99.4,98.3,91.1,96.4,90.3,90.8,91.9,92.6,93.9,93.3,84.6,93.6,46.2,79.5,66,56.1,73.5,33.6,61.9,44.6,44.2,44.3,47.2,51.7,0,0,8,9.6,9.3,0,
PATZ1#ENSG00000100105,100,99.9,99.9,83.7,96.9,96.8,92.4,92.3,69.7,99.1,92,92.7,99,92.6,75.4,95.3,88.6,78,49.8,0,68.9,0,54.9,59,53.4,52.7,0,13,0,0,0,0,
HNF1A#ENSG00000135100,100,98.6,98.6,91.1,42.3,82.8,89.8,90,0,90.9,92.3,91.5,90.1,84.5,80.1,52.7,75.9,75.9,76.5,0,58.3,27.1,45.6,43.6,46.2,43.1,44.5,0,23.7,24,0,9.9,
TCF3#ENSG00000071564,100,84.6,88.7,98,70.2,84.1,79.8,81.2,0,77.7,73.5,63.1,81.5,78.9,69.3,48.8,70.6,58.7,69.9,23.9,60.6,49.4,49.8,51.4,49.8,54.7,61,0,22.2,21.4,26.1,16.1,
ZBTB6#ENSG00000186130,100,100,100,99.1,98.3,97.4,90.1,92.5,0,94.6,91.3,0,92,96,79.2,0,74.3,75.9,76.9,32.8,66.7,40.8,41.5,0,36.1,41.3,41,0,0,0,0,0,
NR2E3#ENSG00000278570,100,98.3,98,97.6,80,94.4,73.4,87.1,0,89.8,90.2,90.5,88.8,91.5,68.5,52,67.8,67.6,43.7,67.1,65.4,67.6,56.8,49.8,56.3,65.1,68.8,53.7,0,0,53.2,0,
MBD3#ENSG00000071655,100,100,81.4,86.9,0,86.6,83.2,93.8,0,65.6,83.5,79.7,81.4,81.1,77.7,80.4,81.4,61.9,72.5,0,84.5,75.6,77,50.2,69.4,77.3,70.1,50.5,0,0,35.4,0,
MAFB#ENSG00000204103,100,99.7,99.7,100,0,99.1,97.8,97.2,78.3,98.1,78.9,91,96.3,68.4,82,0,80.8,41.2,81.1,0,69.7,67.5,65.3,48.9,62.2,70.6,73.1,47.7,29.4,27.6,34.4,0,
HIC2#ENSG00000169635,100,99,96.1,97.6,0,92.7,89.3,88.6,90.9,84.4,90.1,92.7,93,94.1,69.8,0,61.5,61.6,61,0,60.2,41,44.2,50.4,53.3,53.3,58.7,9.3,0,0,0,0,
OLIG3#ENSG00000177468,100,99.3,93.8,99.3,0,97.8,98.9,98.5,81.3,97.8,99.3,81.6,98.2,85.3,93.4,90.8,84.2,89.3,90.4,0,79.4,0,58.8,0,48.5,0,75.7,0,0,0,0,15.8,
ZFY#ENSG00000067646,100,99,0,98.1,0,93.9,91.9,92.1,94.1,94.2,94.2,93.9,93.4,94.3,92.3,84.9,87.6,87.4,88,83.7,73.6,54,49.4,53,47.8,54.4,60.9,34.3,0,0,0,0,
ETV1#ENSG00000006468,100,99.8,0,98.7,97.3,96.6,97.7,97.9,95.6,98.1,98.1,95.8,97.7,98.7,91.2,91,95,94.5,89.5,91.4,87.8,69.8,66.7,73.4,60.6,76.5,83.9,0,0,35.6,31.7,0,
ZNF143#ENSG00000166478,100,99.7,0,99.4,99.4,94.5,94.8,96.7,98.7,25.9,94,99.1,98.3,97.3,96.2,89.7,89.2,92.2,94.5,91.7,77.6,68.7,69.3,68.8,68.7,71,79.2,40.1,21.9,19.4,0,0,
CREB5#ENSG00000146592,100,99.2,0,99.8,99.4,97,97.6,95.9,96.5,17.7,27.2,84.4,37.4,96.3,83.9,91.9,94.7,94.3,93.7,90.6,24,67.9,51.8,65.2,64,68.5,78.1,0,0,23.6,0,0,
TSHZ1#ENSG00000179981,100,95.4,0,93.5,90,92,90.3,91.8,86,83.8,87.5,86.6,84.9,87.6,87.9,71,87.7,86.4,68.5,84.5,0,66.7,65.8,65.9,65.8,67.8,71.5,0,2.8,13.8,0,0,
UBP1#ENSG00000153560,100,99.4,65.2,99.4,98.7,87.4,94.1,94.1,86.3,93,86.1,87,94.8,91.1,81.9,78.7,88.5,81.1,88.5,81.5,0,74.6,69.4,75,75.6,74.1,77.6,66.3,0,46.9,37.2,0,
ESRRB#ENSG00000119715,100,86.8,98.8,89,95.1,85.2,81.5,79.3,83.1,83.7,86,83.9,79.1,84.1,76.8,32.3,77.4,62.8,77.6,78.3,0,71.9,71.7,71.7,64.8,67.5,73.2,25.8,46.7,47,37.6,0,
EBF1#ENSG00000164330,100,100,95.9,100,100,68.4,98.6,98.5,99.3,99.5,66.7,91.5,66.7,94.8,99.5,95.1,98.8,97.8,67.7,66.8,27.4,87.3,70.1,87.5,89,91.9,94.6,40.6,58,58.9,43.1,36.7,
HNF4A#ENSG00000101076,100,87.1,99.6,99.6,73.2,89.9,96,95.8,91.4,93.7,97.7,98.1,80.6,98.1,92.2,79.5,84.4,77.8,85.4,84.6,65.6,72.8,81,81,78.3,80.8,74.5,59.9,53.4,55.1,55.3,30,
SMAD9#ENSG00000120693,100,99.8,99.8,99.8,0,73.7,88.4,89.1,81.4,80.5,89.1,96.1,89.7,95.3,92.3,91.6,90.6,89.7,91.2,86.1,86.7,81.8,82,83.1,81.2,83.3,86.1,77.3,68.1,45.6,70.9,50.5,
STAT5A#ENSG00000126561,100,99.9,82.1,98.7,0,96.9,96.3,86.6,95.8,95.7,90.3,0,95.3,97.1,90.6,74.4,83.8,85,43.1,84.9,84.6,78.2,77.5,77.7,73.9,77.2,78.6,66.6,50.5,51,31.4,21.3,
STAT3#ENSG00000168610,100,100,81.4,97.5,89.2,95.3,99.7,99.9,99.9,99.7,99.7,100,100,99.6,99,7.1,97.7,96,85.3,96.6,79.4,87.5,33.6,87.5,86.5,88.3,89.7,54.2,23.1,19.1,21.6,20.5,
CTCF#ENSG00000102974,100,100,100,99.7,83.9,99.7,99.2,99.2,99.7,99.4,98.1,99.2,98.6,81.7,94.6,36.3,93.7,66.4,94.8,92.7,86.7,71,70.4,71.1,69.3,78.8,78.1,56.8,9.8,23.2,26.5,0,
LIN54#ENSG00000189308,100,100,99.9,100,99.1,67.7,95.6,96.7,98.5,98.3,94.5,98.9,97.6,69.2,90,16.6,87.9,87,86.2,78.5,72.4,57,58.6,60.7,54.7,61.1,69.2,44.2,25.9,0,20.3,16.4,
ZEB2#ENSG00000169554,100,99.9,99.3,99.8,99.2,99.1,97,96.5,86.7,98,75.7,96.3,95.9,97.6,94.6,5.1,94,92.3,93.7,86.4,84.9,71.7,71.6,71.7,64.7,68.8,80.6,31.6,18.6,18.9,22.3,16.2,
ARNTL#ENSG00000133794,100,99.8,100,99.8,99.5,98.7,98.4,98.4,98.4,98.7,47.8,96.8,97.8,98.7,89.6,0,94.2,93.8,95.2,93.8,60.5,82.7,85,85.1,75.7,85.6,89.5,0,0,0,33.4,0,
LHX9#ENSG00000143355,100,100,100,100,99.7,89.9,94.7,98.5,95.2,98.2,98.5,99.7,56.4,95,72.5,0,96,96.2,96.2,64.5,84.6,87.7,76.8,87.9,87.4,89.4,91.4,0,0,0,41.8,31.5,
ZFHX4#ENSG00000091656,100,97.9,99.1,99.1,96,96.9,91.8,91.2,95.9,93.5,94.4,94.4,83.4,95.4,91,0,89.1,86.7,89.1,27.2,78.3,63.1,50.9,64.4,58.4,71,74.8,20.1,2.7,7.9,20.2,14.5,
RXRG#ENSG00000143171,100,100,95.9,99.6,98.9,98.7,97.6,98.3,98.7,98.7,98.5,97.4,52.5,88.1,89.6,0,85.7,85.7,85.3,0,76.9,73.9,0,72.6,73.2,71.1,74.1,40.4,55.3,56.8,40.4,0,
PAX2#ENSG00000075891,100,100,91.4,88.4,88.4,88.4,87.6,87.6,87.9,88.4,88.4,84.6,80.6,84.6,82.8,0,85.9,85.6,52.3,51.5,83.1,75.5,28.5,75.8,74.2,78.3,79.8,0,34.8,38.9,46.2,15.7,
HAND2#ENSG00000164107,100,100,91.2,100,75.1,100,84.8,100,99.5,87.6,79.3,67.3,97.2,83.4,98.2,0,94.9,95.9,56.7,88.5,91.2,53.5,43.8,0,70,82,88.9,0,26.3,27.6,34.6,0,
MEOX2#ENSG00000106511,100,99,99.3,99.3,98.7,99,97.7,97.7,98.7,98.7,99,99.3,98,98.7,89.5,41.8,94.1,94.4,93.4,89.8,84.2,61.5,48,48,68.8,68.8,79.9,0,18.1,18.4,20.4,13.5,
GLYR1#ENSG00000140632,100,89.7,100,99.6,99.5,99.6,98.7,98.6,99.1,98.2,99.3,99.5,99.1,96.9,94.8,22.6,92.8,93.9,81.9,91.3,76.7,75.8,56.1,75.2,35.3,68.9,78.3,0,26.6,38.3,28.6,0,
PPARG#ENSG00000132170,100,99.8,99.6,94.1,99,96.2,95.8,96.2,91.9,95.8,97.8,97.8,97,92.3,92.3,29.7,87.3,87.5,86.3,86.5,50.5,59,64.2,64.8,61.8,52.7,71.1,5.9,26.5,31.7,14.5,19.6,
HMBOX1#ENSG00000147421,100,94.6,100,82.8,100,100,84.2,93.7,94.4,94.6,92.6,91.6,92.3,91.6,93,36.8,81.7,84.2,93.2,91.6,0,63.9,50.1,70.9,61.4,70.7,81,14.2,22.3,23.5,0,16.3,
PLAGL2#ENSG00000126003,100,99.8,100,82.1,100,81.5,98.2,98.6,96.8,97.8,98.8,99,97,98.2,88.7,0,83.9,84.7,81.5,79.6,0,59.9,58.5,59.5,58.1,59.5,63.3,41.1,0,0,0,0,
RAG1#ENSG00000166349,100,99.6,99.1,98,96.2,0,90,89.7,93.2,91.3,91.7,91.8,92.8,93.1,82.6,35.8,75.7,75,80.5,74.8,15.9,59.5,57.9,57.1,56.2,58.5,63.6,0,0,0,0,0,
ZBTB49#ENSG00000168826,100,99.7,99.2,97.4,92.8,0,72.8,74.1,75.9,80.5,77.3,72.7,76.9,83.9,76.5,17.5,46.1,71.4,74.5,58.3,56.1,45.6,46,45.6,45.6,37.1,51.2,24.1,0,0,14.2,0,
MXD4#ENSG00000123933,100,74.2,99.5,98.6,60.3,0,92.3,91.9,88.5,90.9,92.3,67,43.1,67,77.5,0,78.5,78,78,66,74.6,71.3,73.2,74.2,65.6,71.8,76.6,44.5,33,31.1,0,26.3,
ZIC3#ENSG00000156925,100,0,99.6,88.7,98.5,0,86.5,98.3,98.5,97,98.1,71.5,96.4,97.9,90.1,0,83.7,70.2,56.3,0,76,74.7,73.2,73.9,74.3,75.4,77.9,0,35.5,34,40.9,25.9,
SIX6#ENSG00000184302,100,100,99.6,0,99.2,0,98,98,98.8,65,97.6,98,96.7,96.3,94.3,0,93.5,93.9,90.7,88.2,92.7,92.3,91.5,91.9,91.1,90.7,91.9,68.3,69.1,69.9,68.7,49.2,
LHX4#ENSG00000121454,100,100,99.7,0,99,98.7,96.9,99,90.3,99,92.6,93.1,99.2,99.2,94.6,79,90.8,57.9,80.3,90,75.1,81.8,76.9,81.5,82.3,83.1,84.1,0,47.4,47.7,48.7,39.5,
HOXC6#ENSG00000197757,100,100,100,0,100,99.6,100,100,98.7,99.6,99.6,99.6,99.6,99.6,97.4,82.6,90.6,73.6,90.6,90.2,86,69.4,74,61.3,71.5,66,74.5,23.4,0,0,31.9,0,
NKX2-2#ENSG00000125820,100,100,100,0,99.6,0,98.5,98.2,97.8,98.2,97.4,98.5,86.8,98.9,93,79.5,88.3,74.7,61.9,85.3,84.2,84.2,83.5,83.5,83.9,83.9,85.7,0,0,0,50.2,0,
DRGX#ENSG00000165606,100,96.6,96.2,0,94.7,0,95.4,95.8,93.2,95.8,91.6,95.1,89.4,94.3,89.7,64.6,85.9,84,83.7,55.1,73.8,74.5,74.5,73.4,70,75.3,77.6,0,0,0,38.4,0,
HOXA5#ENSG00000106004,100,99.3,99.3,0,0,0,97.8,97.8,97.4,98.5,98.1,57,98.5,98.1,85.9,85.2,84.8,83.7,79.6,74.1,80,54.4,67.4,65.9,67,66.7,74.1,0,0,0,0,27.8,
EVX1#ENSG00000106038,100,98.8,99,36.4,96.1,35.9,94.1,94.3,93.1,94.1,94.1,90.7,90.7,77.9,77.6,79.1,76.2,74.9,74.4,70.5,69.3,58.5,59.5,60.4,61.2,50.1,67.3,0,24.8,25.8,28.7,23.6,
HOXA2#ENSG00000105996,100,100,97.3,0,97.3,0,94.1,94.7,94.4,95.7,97.9,97.3,95.7,96.8,90.4,87.5,86.7,87.5,0,83,80.9,43.6,56.9,50,51.1,69.7,39.4,0,20.7,19.1,29,0,
ZBTB7C#ENSG00000184828,100,99.8,99.7,0,99.4,0,94.5,94.2,93.2,96.8,90.1,97.6,97.3,98.2,90.3,53.3,76.3,75.9,76.1,72.5,60.4,47.7,43.5,49.9,40.4,52.7,57.4,19.1,0,16.3,14.5,0,
ZBTB41#ENSG00000177888,100,99.9,97.7,0,99.1,0,94.2,93.6,96.8,91.6,36.5,46.3,84.9,46.1,89,37.7,82,80.5,76.9,73.3,63.4,55.7,53.9,53.5,47.5,57.3,67.9,0,0,0,14.9,0,
GSC#ENSG00000133937,100,99.6,99.6,0,98.4,0,97.3,96.9,91.4,96.5,98.4,0,74.3,30.4,80.9,40.5,84.4,50.2,80.9,78.2,75.5,0,0,65,71.2,72,73.9,0,0,29.6,34.2,29.2,
TAL1#ENSG00000162367,100,99.7,99.4,0,97.6,0,91.8,93.1,90,94.3,95.5,48.3,53.8,55,74.3,37.5,58.3,60.7,40.5,40.2,58.3,47.7,45.9,46.5,47.7,53.8,52.9,20.5,0,0,25.4,0,
USF3#ENSG00000176542,100,92.9,98.8,3.8,93.5,0,82,82.9,87.3,86.8,88.4,88.8,88.6,90.4,78.2,15.9,67.5,68.4,61.6,58.3,50.3,32.9,30.5,32.2,32.8,34.2,45.1,0,6.9,6.5,0,0,
ATF4#ENSG00000128272,100,98.9,99.7,0,93.2,0,87.5,86.6,0,84.6,86.9,89.2,83.8,51,65.8,67,60.1,63.2,67.8,61,51.6,35,34.5,33.9,34.5,35,40.2,0,21.4,21.4,0,0,
DLX2#ENSG00000115844,100,98.2,99.4,0,98.8,57.9,93.9,94.8,0,95.4,95.4,88.7,55.5,56.7,82.3,74.7,51.2,47.3,73.2,67.7,63.1,56.4,57,57.9,53.4,57.6,59.5,38.7,28.4,27.7,25.3,0,
MSX1#ENSG00000163132,100,100,99.3,0,91.7,0,92.4,93.7,0,95.7,95.4,92.1,0,55.4,84.2,78.5,77.2,63.7,76.2,65.3,65.3,58.7,58.4,58.7,58.4,51.5,57.1,35,29.4,30.7,38.3,29.4,
HOXB4#ENSG00000182742,100,99.6,0,0,89.2,0,94.8,95.6,0,95.2,98,70.9,0,0,82.1,76.5,68.9,0,68.9,69.3,53.4,59.4,61.4,0,58.6,61,0,27.9,33.9,34.7,41,25.9,
PHOX2B#ENSG00000109132,100,100,100,0,99.4,79.9,96.8,100,49.4,99.4,0,61.5,50,70.1,99,0,88.5,52.2,52.2,20.7,83.1,77.4,78.7,80.9,76.8,22,83.1,0,0,0,0,0,
DLX5#ENSG00000105880,100,100,99.7,0,96.2,98.6,95.5,96.5,96.9,97.6,0,98.6,96.5,98.3,83,31.8,85.5,0,91,82,78.5,72,73.4,72.7,73.4,74.4,77.2,50.5,32.5,30.4,29.8,0,
SIX1#ENSG00000126778,100,100,100,0,99.3,99.6,99.3,99.3,99.3,98.6,99.3,99.6,99.3,99.3,93,0,91.9,0,0,90.8,94.4,90.8,91.5,90.8,90.5,91.9,92.3,45.4,0,0,63.7,41.9,
DLX3#ENSG00000064195,100,100,100,58.2,99.7,58.2,97.9,97.9,99.3,99.3,99.7,82.2,98.6,99.7,96.2,0,73.5,40.4,53.3,78,40.4,67.6,67.2,66.9,68.6,67.6,68.6,45.3,33.8,32.4,28.6,0,
