gene_id_human	gene_name_human	gene_id_mouse	gene_name_mouse	mean_tpm_mouse
ENSG00000129514	FOXA1	ENSMUSG00000035451	Foxa1	0.5983440762522366
ENSG00000182521	TBPL2	ENSMUSG00000061809	Tbpl2	0.0
ENSG00000165588	OTX2	ENSMUSG00000021848	Otx2	947.6413493765912
ENSG00000184302	SIX6	ENSMUSG00000021099	Six6	0.35330054419869333
ENSG00000126778	SIX1	ENSMUSG00000051367	Six1	134.809134086436
ENSG00000100625	SIX4	ENSMUSG00000034460	Six4	1130.9358083645827
ENSG00000100644	HIF1A	ENSMUSG00000021109	Hif1a	2287.9706567034796
ENSG00000140009	ESR2	ENSMUSG00000021055	Esr2	1.351021182740599
ENSG00000126804	ZBTB1	ENSMUSG00000033454	Zbtb1	475.3050488080657
ENSG00000125952	MAX	ENSMUSG00000059436	Max	1451.1712901200035
ENSG00000205683	DPF3	ENSMUSG00000021221	Dpf3	1.6882167509760988
ENSG00000119725	ZNF410	ENSMUSG00000042472	Zfp410	653.2253343820963
ENSG00000119614	VSX2	ENSMUSG00000021239	Vsx2	1.5960647147941465
ENSG00000119608	PROX2	ENSMUSG00000042320	Prox2	9.600545752709648
ENSG00000170345	FOS	ENSMUSG00000021250	Fos	76.01703939623536
ENSG00000140044	JDP2	ENSMUSG00000034271	Jdp2	419.0534666756167
ENSG00000156127	BATF	ENSMUSG00000034266	Batf	7.283216507919463
ENSG00000119715	ESRRB	ENSMUSG00000021255	Esrrb	17494.64024188233
ENSG00000053254	FOXN3	ENSMUSG00000033713	Foxn3	368.06546437359174
ENSG00000133937	GSC	ENSMUSG00000021095	Gsc	67.6818679679227
ENSG00000127152	BCL11B	ENSMUSG00000048251	Bcl11b	11.380914539867732
ENSG00000100811	YY1	ENSMUSG00000021264	Yy1	1462.45275007042
ENSG00000169926	KLF13	ENSMUSG00000052040	Klf13	1482.7223463639666
ENSG00000198146	ZNF770	ENSMUSG00000040321	Zfp770	282.160872726038
ENSG00000134138	MEIS2	ENSMUSG00000027210	Meis2	119.99956961674769
ENSG00000174197	MGA	ENSMUSG00000033943	Mga	6168.114423225827
ENSG00000140265	ZSCAN29	ENSMUSG00000050619	Zscan29	205.00884612325433
ENSG00000169856	ONECUT1	ENSMUSG00000043013	Onecut1	0.8975161143783565
ENSG00000181827	RFX7	ENSMUSG00000037674	Rfx7	1375.1784081877167
ENSG00000140262	TCF12	ENSMUSG00000032228	Tcf12	1086.485638513
ENSG00000171956	FOXB1	ENSMUSG00000059246	Foxb1	0.0
ENSG00000069667	RORA	ENSMUSG00000032238	Rora	31.840721975342067
ENSG00000166949	SMAD3	ENSMUSG00000032402	Smad3	722.9693607758085
ENSG00000188779	SKOR1	ENSMUSG00000022245	Skor1	7.56191152626393
ENSG00000179361	ARID3B	ENSMUSG00000004661	Arid3b	1340.6143912403365
ENSG00000159556	ISL2	ENSMUSG00000032318	Isl2	0.0
ENSG00000172379	ARNT2	ENSMUSG00000015709	Arnt2	21.480244003596535
ENSG00000214575	CPEB1	ENSMUSG00000025586	Cpeb1	156.68895530955035
ENSG00000169594	BNC1	ENSMUSG00000025105	Bnc1	0.95164462045093
ENSG00000166823	MESP1	ENSMUSG00000030544	Mesp1	0.6524725823248123
ENSG00000188095	MESP2	ENSMUSG00000030543	Mesp2	10.525102399761872
ENSG00000185551	NR2F2	ENSMUSG00000030551	Nr2f2	6.140656861487559
ENSG00000068305	MEF2A	ENSMUSG00000030557	Mef2a	284.498246383237
ENSG00000005513	SOX8	ENSMUSG00000024176	Sox8	4.181797580148596
ENSG00000167967	E4F1	ENSMUSG00000024137	E4f1	405.43623871320136
ENSG00000130182	ZSCAN10	ENSMUSG00000023902	Zscan10	1728.95363140825
ENSG00000122386	ZNF205	ENSMUSG00000062012	Zfp13	567.9666897404427
ENSG00000085644	ZNF213	ENSMUSG00000071256	Zfp213	215.57698825587468
ENSG00000006194	ZNF263	ENSMUSG00000022529	Zfp263	1108.3718918211632
ENSG00000103343	ZNF174	ENSMUSG00000054939	Zfp174	78.60277226158986
ENSG00000167981	ZNF597	ENSMUSG00000039789	Zfp597	159.031777776871
ENSG00000090447	TFAP4	ENSMUSG00000005718	Tfap4	644.9637704469757
ENSG00000126603	GLIS2	ENSMUSG00000014303	Glis2	622.5776310094246
ENSG00000155592	ZKSCAN2	ENSMUSG00000030757	Zkscan2	55.73049470063557
ENSG00000103495	MAZ	ENSMUSG00000030678	Maz	3317.868349351657
ENSG00000149922	TBX6	ENSMUSG00000030699	Tbx6	8.50182321457011
ENSG00000179965	ZNF771	ENSMUSG00000054716	Zfp771	119.78711030893966
ENSG00000169957	ZNF768	ENSMUSG00000047371	Zfp768	95.18283722377066
ENSG00000169951	ZNF764	ENSMUSG00000078580	E430018J23Rik	39.025175493462505
ENSG00000169951	ZNF764	ENSMUSG00000045757	Zfp764	61.716771091162094
ENSG00000102935	ZNF423	ENSMUSG00000045333	Zfp423	17.567647419446264
ENSG00000103449	SALL1	ENSMUSG00000031665	Sall1	3280.7564062639935
ENSG00000177508	IRX3	ENSMUSG00000031734	Irx3	16.891017373176634
ENSG00000176842	IRX5	ENSMUSG00000031737	Irx5	5.703256769088509
ENSG00000159387	IRX6	ENSMUSG00000031738	Irx6	0.0
ENSG00000102878	HSF4	ENSMUSG00000033249	Hsf4	10.282989377162243
ENSG00000205250	E2F4	ENSMUSG00000014859	E2f4	2247.25495423389
ENSG00000102974	CTCF	ENSMUSG00000005698	Ctcf	2774.9013005928464
ENSG00000072736	NFATC3	ENSMUSG00000031902	Nfatc3	1732.7948172217637
ENSG00000184939	ZFP90	ENSMUSG00000031907	Zfp90	23.8275442905145
ENSG00000132604	TERF2	ENSMUSG00000031921	Terf2	952.754618517078
ENSG00000102908	NFAT5	ENSMUSG00000003847	Nfat5	645.4326358100712
ENSG00000167377	ZNF23	ENSMUSG00000044676	Zfp612	48.828369204297836
ENSG00000102984	ZNF821	ENSMUSG00000031728	Zfp821	186.933026746222
ENSG00000140836	ZFHX3	ENSMUSG00000038872	Zfhx3	734.3512041189557
ENSG00000184517	ZFP1	ENSMUSG00000055835	Zfp1	351.0103718498793
ENSG00000178573	MAF	ENSMUSG00000055435	Maf	4.489022106256317
ENSG00000140968	IRF8	ENSMUSG00000041515	Irf8	35.5573873307624
ENSG00000103241	FOXF1	ENSMUSG00000042812	Foxf1	1.6501932208667167
ENSG00000176692	FOXC2	ENSMUSG00000046714	Foxc2	6.5766154195220805
ENSG00000185669	SNAI3	ENSMUSG00000006587	Snai3	81.03199152196346
ENSG00000158805	ZNF276	ENSMUSG00000001065	Zfp276	260.14628283699795
ENSG00000177374	HIC1	ENSMUSG00000043099	Hic1	5.894171795069487
ENSG00000070444	MNT	ENSMUSG00000000282	Mnt	1131.90154149708
ENSG00000180787	ZFP3	ENSMUSG00000043602	Zfp3	100.72823373496364
ENSG00000161940	BCL6B	ENSMUSG00000000317	Bcl6b	21.775043997904167
ENSG00000006047	YBX2	ENSMUSG00000018554	Ybx2	372.56145130719705
ENSG00000174282	ZBTB4	ENSMUSG00000018750	Zbtb4	143.09907431281633
ENSG00000129194	SOX15	ENSMUSG00000041287	Sox15	375.48621733612873
ENSG00000141510	TP53	ENSMUSG00000059552	Trp53	5896.885126490047
ENSG00000179111	HES7	ENSMUSG00000023781	Hes7	0.5983440762522366
ENSG00000154957	ZNF18	ENSMUSG00000018347	Zkscan6	154.65171517674432
ENSG00000141040	ZNF287	ENSMUSG00000005267	Zfp287	29.9074616923124
ENSG00000072310	SREBF1	ENSMUSG00000020538	Srebf1	3648.3029356551137
ENSG00000109101	FOXN1	ENSMUSG00000002057	Foxn1	1.4051496888131734
ENSG00000171532	NEUROD2	ENSMUSG00000038255	Neurod2	0.0
ENSG00000161405	IKZF3	ENSMUSG00000018168	Ikzf3	14.571602435091458
ENSG00000126351	THRA	ENSMUSG00000058756	Thra	350.55046737945776
ENSG00000126368	NR1D1	ENSMUSG00000020889	Nr1d1	213.64030652096434
ENSG00000131759	RARA	ENSMUSG00000037992	Rara	1138.4918820506653
ENSG00000173757	STAT5B	ENSMUSG00000020919	Stat5b	269.73247158111667
ENSG00000126561	STAT5A	ENSMUSG00000004043	Stat5a	203.33869386717103
ENSG00000168610	STAT3	ENSMUSG00000004040	Stat3	2767.270134608693
ENSG00000108788	MLX	ENSMUSG00000017801	Mlx	606.5261092488332
ENSG00000175832	ETV4	ENSMUSG00000017724	Etv4	29.450381955565735
ENSG00000005102	MEOX1	ENSMUSG00000001493	Meox1	0.0
ENSG00000073861	TBX21	ENSMUSG00000001444	Tbx21	6.807792885411037
ENSG00000189120	SP6	ENSMUSG00000038560	Sp6	0.989668150560309
ENSG00000167182	SP2	ENSMUSG00000018678	Sp2	1674.9771048702532
ENSG00000082641	NFE2L1	ENSMUSG00000038615	Nfe2l1	7245.61697250226
ENSG00000120094	HOXB1	ENSMUSG00000018973	Hoxb1	0.0
ENSG00000173917	HOXB2	ENSMUSG00000075588	Hoxb2	0.3452480562170967
ENSG00000120093	HOXB3	ENSMUSG00000048763	Hoxb3	0.0
ENSG00000182742	HOXB4	ENSMUSG00000038692	Hoxb4	21.916202561631035
ENSG00000120075	HOXB5	ENSMUSG00000038700	Hoxb5	0.0
ENSG00000108511	HOXB6	ENSMUSG00000000690	Hoxb6	0.0
ENSG00000260027	HOXB7	ENSMUSG00000038721	Hoxb7	4.742118126291456
ENSG00000120068	HOXB8	ENSMUSG00000056648	Hoxb8	0.35330054419869333
ENSG00000170689	HOXB9	ENSMUSG00000020875	Hoxb9	49.006859698478735
ENSG00000159184	HOXB13	ENSMUSG00000049604	Hoxb13	30.5285216981449
ENSG00000108813	DLX4	ENSMUSG00000020871	Dlx4	9.461520323002654
ENSG00000064195	DLX3	ENSMUSG00000001510	Dlx3	8.686924662368119
ENSG00000108924	HLF	ENSMUSG00000003949	Hlf	28.225058519519298
ENSG00000136451	VEZF1	ENSMUSG00000018377	Vezf1	691.351847765494
ENSG00000176160	HSF5	ENSMUSG00000070345	Hsf5	19.9610237244552
ENSG00000121068	TBX2	ENSMUSG00000000093	Tbx2	32.8991820735736
ENSG00000121075	TBX4	ENSMUSG00000000094	Tbx4	20.718717033692467
ENSG00000171634	BPTF	ENSMUSG00000040481	Bptf	3881.3998889729737
ENSG00000125398	SOX9	ENSMUSG00000000567	Sox9	1.54998869670317
ENSG00000129654	FOXJ1	ENSMUSG00000034227	Foxj1	32.93203618443043
ENSG00000197063	MAFG	ENSMUSG00000051510	Mafg	2689.0271519213297
ENSG00000141568	FOXK2	ENSMUSG00000039275	Foxk2	1548.5728211632033
ENSG00000177426	TGIF1	ENSMUSG00000047407	Tgif1	2971.95394158634
ENSG00000198081	ZBTB14	ENSMUSG00000049672	Zbtb14	459.1052300413073
ENSG00000175322	ZNF519	ENSMUSG00000023882	Zfp54	46.53076704458013
ENSG00000175322	ZNF519	ENSMUSG00000091474	2610021A01Rik	733.6386348458005
ENSG00000141448	GATA6	ENSMUSG00000005836	Gata6	5.494795232779816
ENSG00000198795	ZNF521	ENSMUSG00000024420	Zfp521	268.731935713157
ENSG00000215474	SKOR2	ENSMUSG00000091519	Skor2	0.0
ENSG00000184828	ZBTB7C	ENSMUSG00000044646	Zbtb7c	24.823823394691832
ENSG00000154832	CXXC1	ENSMUSG00000024560	Cxxc1	804.5905562254097
ENSG00000141646	SMAD4	ENSMUSG00000024515	Smad4	1391.8799900057402
ENSG00000134046	MBD2	ENSMUSG00000024513	Mbd2	342.72570681853
ENSG00000196628	TCF4	ENSMUSG00000053477	Tcf4	889.8897697399789
ENSG00000119547	ONECUT2	ENSMUSG00000045991	Onecut2	22.675490621736433
ENSG00000134438	RAX	ENSMUSG00000024518	Rax	3.4291204736602396
ENSG00000130856	ZNF236	ENSMUSG00000041258	Zfp236	958.1496674851363
ENSG00000131196	NFATC1	ENSMUSG00000033016	Nfatc1	17.0666247986285
ENSG00000177732	SOX12	ENSMUSG00000051817	Sox12	442.41441016490035
ENSG00000125878	TCF15	ENSMUSG00000068079	Tcf15	10.05986439925492
ENSG00000215397	SCRT2	ENSMUSG00000060257	Scrt2	2.95513838551634
ENSG00000088881	EBF4	ENSMUSG00000053552	Ebf4	21.961634420791498
ENSG00000125817	CENPB	ENSMUSG00000068267	Cenpb	850.978121200213
ENSG00000125850	OVOL2	ENSMUSG00000037279	Ovol2	61.55379974906783
ENSG00000173404	INSM1	ENSMUSG00000068154	Insm1	1.6421407328851199
ENSG00000125816	NKX2-4	ENSMUSG00000054160	Nkx2-4	1.0057731265235021
ENSG00000125820	NKX2-2	ENSMUSG00000027434	Nkx2-2	0.0
ENSG00000125813	PAX1	ENSMUSG00000037034	Pax1	2.6939898774996
ENSG00000125798	FOXA2	ENSMUSG00000037025	Foxa2	0.0
ENSG00000125812	GZF1	ENSMUSG00000027439	Gzf1	529.8140062925963
ENSG00000100987	VSX1	ENSMUSG00000033080	Vsx1	56.418060303615846
ENSG00000179772	FOXS1	ENSMUSG00000074676	Foxs1	0.0
ENSG00000126003	PLAGL2	ENSMUSG00000051413	Plagl2	308.49469226413635
ENSG00000101412	E2F1	ENSMUSG00000027490	E2f1	1212.8390485816865
ENSG00000131061	ZNF341	ENSMUSG00000059842	Zfp341	130.51634964191632
ENSG00000118707	TGIF2	ENSMUSG00000062175	Tgif2	692.8445767894424
ENSG00000204103	MAFB	ENSMUSG00000074622	Mafb	8.305094610406146
ENSG00000101057	MYBL2	ENSMUSG00000017861	Mybl2	15452.893217352801
ENSG00000101076	HNF4A	ENSMUSG00000017950	Hnf4a	7.728669088300106
ENSG00000124232	RBPJL	ENSMUSG00000017007	Rbpjl	0.989668150560309
ENSG00000198185	ZNF334	ENSMUSG00000017667	Zfp334	46.402830388087374
ENSG00000124216	SNAI1	ENSMUSG00000042821	Snai1	32.53276539791953
ENSG00000172216	CEBPB	ENSMUSG00000056501	Cebpb	22.866405647717432
ENSG00000101096	NFATC2	ENSMUSG00000027544	Nfatc2	81.1898408855301
ENSG00000101115	SALL4	ENSMUSG00000027547	Sall4	4557.831627903407
ENSG00000020256	ZFP64	ENSMUSG00000027551	Zfp64	1811.6106416459597
ENSG00000171940	ZNF217	ENSMUSG00000052056	Zfp217	2696.59836206619
ENSG00000087510	TFAP2C	ENSMUSG00000028640	Tfap2c	2813.6581051487333
ENSG00000124092	CTCFL	ENSMUSG00000070495	Ctcfl	1.0437966566328833
ENSG00000130700	GATA5	ENSMUSG00000015627	Gata5	0.35330054419869333
ENSG00000101190	TCFL5	ENSMUSG00000038932	Tcfl5	89.86294692245856
ENSG00000125533	BHLHE23	ENSMUSG00000045493	Bhlhe23	0.3452480562170967
ENSG00000101216	GMEB2	ENSMUSG00000038705	Gmeb2	591.0976070130033
ENSG00000203883	SOX18	ENSMUSG00000046470	Sox18	1.3349162067774056
ENSG00000116017	ARID3A	ENSMUSG00000019564	Arid3a	643.6367222187597
ENSG00000071564	TCF3	ENSMUSG00000020167	Tcf3	2994.5521685327167
ENSG00000205922	ONECUT3	ENSMUSG00000045518	Onecut3	0.6524725823248123
ENSG00000129911	KLF16	ENSMUSG00000035397	Klf16	810.324824256534
ENSG00000175691	ZNF77	ENSMUSG00000074862	BC025920	5.56278980501698
ENSG00000141905	NFIC	ENSMUSG00000055053	Nfic	664.446071020629
ENSG00000064961	HMG20B	ENSMUSG00000020232	Hmg20b	853.0364716174021
ENSG00000178951	ZBTB7A	ENSMUSG00000035011	Zbtb7a	1111.4042868511199
ENSG00000087903	RFX2	ENSMUSG00000024206	Rfx2	1761.3501444186368
ENSG00000130544	ZNF557	ENSMUSG00000074500	Zfp558	37.76923685635777
ENSG00000167785	ZNF558	ENSMUSG00000074500	Zfp558	37.76923685635777
ENSG00000130803	ZNF317	ENSMUSG00000057551	Zfp317	415.66835692533965
ENSG00000174652	ZNF266	ENSMUSG00000060510	Zfp266	1263.99110146545
ENSG00000197961	ZNF121	ENSMUSG00000045519	Zfp560	17.881482899171
ENSG00000171469	ZNF561	ENSMUSG00000000103	Zfy2	0.0
ENSG00000171466	ZNF562	ENSMUSG00000000103	Zfy2	0.0
ENSG00000180884	ZNF792	ENSMUSG00000000103	Zfy2	0.0
ENSG00000188227	ZNF793	ENSMUSG00000000103	Zfy2	0.0
ENSG00000198464	ZNF480	ENSMUSG00000000103	Zfy2	0.0
ENSG00000167554	ZNF610	ENSMUSG00000000103	Zfy2	0.0
ENSG00000131845	ZNF304	ENSMUSG00000000103	Zfy2	0.0
ENSG00000188785	ZNF548	ENSMUSG00000000103	Zfy2	0.0
ENSG00000105136	ZNF419	ENSMUSG00000000103	Zfy2	0.0
ENSG00000121406	ZNF549	ENSMUSG00000000103	Zfy2	0.0
ENSG00000213762	ZNF134	ENSMUSG00000000103	Zfy2	0.0
ENSG00000179909	ZNF154	ENSMUSG00000000103	Zfy2	0.0
ENSG00000083828	ZNF586	ENSMUSG00000000103	Zfy2	0.0
ENSG00000178935	ZNF552	ENSMUSG00000000103	Zfy2	0.0
ENSG00000196724	ZNF418	ENSMUSG00000000103	Zfy2	0.0
ENSG00000171574	ZNF584	ENSMUSG00000000103	Zfy2	0.0
ENSG00000171469	ZNF561	ENSMUSG00000053211	Zfy1	24.283979868330665
ENSG00000171466	ZNF562	ENSMUSG00000053211	Zfy1	24.283979868330665
ENSG00000180884	ZNF792	ENSMUSG00000053211	Zfy1	24.283979868330665
ENSG00000188227	ZNF793	ENSMUSG00000053211	Zfy1	24.283979868330665
ENSG00000198464	ZNF480	ENSMUSG00000053211	Zfy1	24.283979868330665
ENSG00000167554	ZNF610	ENSMUSG00000053211	Zfy1	24.283979868330665
ENSG00000131845	ZNF304	ENSMUSG00000053211	Zfy1	24.283979868330665
ENSG00000188785	ZNF548	ENSMUSG00000053211	Zfy1	24.283979868330665
ENSG00000105136	ZNF419	ENSMUSG00000053211	Zfy1	24.283979868330665
ENSG00000121406	ZNF549	ENSMUSG00000053211	Zfy1	24.283979868330665
ENSG00000213762	ZNF134	ENSMUSG00000053211	Zfy1	24.283979868330665
ENSG00000179909	ZNF154	ENSMUSG00000053211	Zfy1	24.283979868330665
ENSG00000083828	ZNF586	ENSMUSG00000053211	Zfy1	24.283979868330665
ENSG00000178935	ZNF552	ENSMUSG00000053211	Zfy1	24.283979868330665
ENSG00000196724	ZNF418	ENSMUSG00000053211	Zfy1	24.283979868330665
ENSG00000171574	ZNF584	ENSMUSG00000053211	Zfy1	24.283979868330665
ENSG00000130816	DNMT1	ENSMUSG00000004099	Dnmt1	9498.105025880313
ENSG00000198551	ZNF627	ENSMUSG00000092544	Gm20422	0.0
ENSG00000198551	ZNF627	ENSMUSG00000074472	Zfp872	2.24048480913736
ENSG00000197647	ZNF433	ENSMUSG00000054519	Zfp867	159.80568183785067
ENSG00000173875	ZNF791	ENSMUSG00000074194	Zfp791	49.2773964530629
ENSG00000171223	JUNB	ENSMUSG00000052837	Junb	161.46611901577265
ENSG00000105610	KLF1	ENSMUSG00000054191	Klf1	20.866592326815134
ENSG00000008441	NFIX	ENSMUSG00000001911	Nfix	24.290543381222864
ENSG00000104903	LYL1	ENSMUSG00000034041	Lyl1	3.230152959697667
ENSG00000132005	RFX1	ENSMUSG00000031706	Rfx1	264.2497944471293
ENSG00000127528	KLF2	ENSMUSG00000055148	Klf2	2668.1979228178866
ENSG00000160113	NR2F6	ENSMUSG00000002393	Nr2f6	127.08653756860133
ENSG00000130522	JUND	ENSMUSG00000071076	Jund	770.3921842303157
ENSG00000064489	BORCS8-MEF2B	ENSMUSG00000079033	Mef2b	0.0
ENSG00000213999	MEF2B	ENSMUSG00000079033	Mef2b	0.0
ENSG00000105717	PBX4	ENSMUSG00000031860	Pbx4	163.1003604771797
ENSG00000181896	ZNF101	ENSMUSG00000052446	Zfp961	1120.65578743334
ENSG00000245848	CEBPA	ENSMUSG00000034957	Cebpa	6.047063290941082
ENSG00000153879	CEBPG	ENSMUSG00000056216	Cebpg	751.3249852817466
ENSG00000105698	USF2	ENSMUSG00000058239	Usf2	524.849465682382
ENSG00000105672	ETV2	ENSMUSG00000006311	Etv2	11.9104666684487
ENSG00000011590	ZBTB32	ENSMUSG00000006310	Zbtb32	219.83135310930734
ENSG00000167635	ZNF146	ENSMUSG00000037029	Zfp146	595.266662734016
ENSG00000142065	ZFP14	ENSMUSG00000053985	Zfp14	25.794456059835067
ENSG00000186017	ZNF566	ENSMUSG00000078768	Zfp566	172.67340604770433
ENSG00000186017	ZNF566	ENSMUSG00000058447	Gm26920	190.97286838720967
ENSG00000254004	ZNF260	ENSMUSG00000049421	Zfp260	778.2256291537557
ENSG00000161298	ZNF382	ENSMUSG00000074220	Zfp382	107.05532780283495
ENSG00000251247	ZNF345	ENSMUSG00000051034	Zfp11	101.25326060322266
ENSG00000171827	ZNF570	ENSMUSG00000037001	Zfp39	133.70699009641564
ENSG00000120784	ZFP30	ENSMUSG00000047473	Zfp30	97.33554204054452
ENSG00000011332	DPF1	ENSMUSG00000030584	Dpf1	81.06254838796781
ENSG00000197782	ZNF780A	ENSMUSG00000078779	Zfp59	780.364827418946
ENSG00000197782	ZNF780A	ENSMUSG00000057093	Zfp607b	31.985560983232034
ENSG00000197782	ZNF780A	ENSMUSG00000030604	Zfp626	124.70190535122902
ENSG00000197782	ZNF780A	ENSMUSG00000020420	Zfp607a	116.75523326354933
ENSG00000197782	ZNF780A	ENSMUSG00000037640	Zfp60	364.5789201163434
ENSG00000142025	DMRTC2	ENSMUSG00000011349	Dmrtc2	31.17005872375907
ENSG00000105732	ZNF574	ENSMUSG00000045252	Zfp574	667.8320407321725
ENSG00000028277	POU2F2	ENSMUSG00000008496	Pou2f2	7.136935965664939
ENSG00000105722	ERF	ENSMUSG00000040857	Erf	1535.0583065213632
ENSG00000079432	CIC	ENSMUSG00000005442	Cic	3129.994412884467
ENSG00000124459	ZNF45	ENSMUSG00000074282	Zfp94	42.04329224846706
ENSG00000167384	ZNF180	ENSMUSG00000057101	Zfp180	689.0177328394144
ENSG00000104856	RELB	ENSMUSG00000002983	Relb	932.2329678134728
ENSG00000170684	ZNF296	ENSMUSG00000011267	Zfp296	878.7268259038743
ENSG00000125740	FOSB	ENSMUSG00000003545	Fosb	6.124551885524366
ENSG00000177045	SIX5	ENSMUSG00000040841	Six5	17.857325435226233
ENSG00000170608	FOXA3	ENSMUSG00000040891	Foxa3	38.859215306860364
ENSG00000124440	HIF3A	ENSMUSG00000004328	Hif3a	143.01779949829134
ENSG00000130751	NPAS1	ENSMUSG00000001988	Npas1	5.98632383125144
ENSG00000105419	MEIS3	ENSMUSG00000041420	Meis3	9.302815248948063
ENSG00000118156	ZNF541	ENSMUSG00000078796	Zfp541	3.5074064436775996
ENSG00000105392	CRX	ENSMUSG00000041578	Crx	1.0057731265235021
ENSG00000105516	DBP	ENSMUSG00000059824	Dbp	72.85264209897629
ENSG00000074219	TEAD2	ENSMUSG00000030796	Tead2	2799.7128199892563
ENSG00000126456	IRF3	ENSMUSG00000003184	Irf3	595.5839576020884
ENSG00000169136	ATF5	ENSMUSG00000038539	Atf5	567.5968881593036
ENSG00000131408	NR1H2	ENSMUSG00000060601	Nr1h2	1648.6157960442968
ENSG00000269404	SPIB	ENSMUSG00000008193	Spib	16.544327782595
ENSG00000198482	ZNF808	ENSMUSG00000070709	Zfp974	86.72121811405486
ENSG00000197483	ZNF628	ENSMUSG00000074406	Zfp628	170.51792393798067
ENSG00000171443	ZNF524	ENSMUSG00000051184	Zfp524	81.33831289685837
ENSG00000179922	ZNF784	ENSMUSG00000043290	Zfp784	20.606885353162934
ENSG00000213015	ZNF580	ENSMUSG00000055633	Zfp580	62.13160847048454
ENSG00000142409	ZNF787	ENSMUSG00000046792	Zfp787	166.54638330223702
ENSG00000167685	ZNF444	ENSMUSG00000044876	Zfp444	561.0290955610594
ENSG00000131848	ZSCAN5A	ENSMUSG00000058028	Zscan5b	51.6532262477441
ENSG00000198046	ZNF667	ENSMUSG00000054893	Zfp667	271.58686957451
ENSG00000196867	ZFP28	ENSMUSG00000062861	Zfp28	125.35085070589435
ENSG00000171649	ZIK1	ENSMUSG00000030393	Zik1	213.08051346364402
ENSG00000178935	ZNF552	ENSMUSG00000045466	Zfp956	173.13542325355934
ENSG00000181894	ZNF329	ENSMUSG00000057894	Zfp329	336.1455532770193
ENSG00000171606	ZNF274	ENSMUSG00000058638	Zfp110	1674.9408549595835
ENSG00000171606	ZNF274	ENSMUSG00000021514	Zfp369	240.6708574627237
ENSG00000182318	ZSCAN22	ENSMUSG00000054715	Zscan22	432.60482794633464
ENSG00000249471	ZNF324B	ENSMUSG00000004500	Zfp324	170.64164176715835
ENSG00000083812	ZNF324	ENSMUSG00000004500	Zfp324	170.64164176715835
ENSG00000119574	ZBTB45	ENSMUSG00000049600	Zbtb45	536.929230002193
ENSG00000099326	MZF1	ENSMUSG00000030380	Mzf1	31.832669487360466
ENSG00000184895	SRY	ENSMUSG00000069036	Sry	0.0
ENSG00000067646	ZFY	ENSMUSG00000079509	Zfx	565.9492701840876
ENSG00000172468	HSFY1	ENSMUSG00000045336	Hsfy2	0.0
ENSG00000169953	HSFY2	ENSMUSG00000045336	Hsfy2	0.0
ENSG00000063515	GSC2	ENSMUSG00000022738	Gsc2	4.3822066284756955
ENSG00000184058	TBX1	ENSMUSG00000009097	Tbx1	2.2865608272283366
ENSG00000169635	HIC2	ENSMUSG00000050240	Hic2	1492.0178629230502
ENSG00000100219	XBP1	ENSMUSG00000020484	Xbp1	1539.3307344796165
ENSG00000100105	PATZ1	ENSMUSG00000020453	Patz1	1665.41578697839
ENSG00000175329	ISX	ENSMUSG00000031621	Isx	0.0
ENSG00000100146	SOX10	ENSMUSG00000033006	Sox10	0.6444200943432157
ENSG00000185022	MAFF	ENSMUSG00000042622	Maff	161.69024202634233
ENSG00000128272	ATF4	ENSMUSG00000042406	Atf4	5350.289008474093
ENSG00000167074	TEF	ENSMUSG00000022389	Tef	1380.30747548379
ENSG00000198911	SREBF2	ENSMUSG00000022463	Srebf2	6752.094623479427
ENSG00000186951	PPARA	ENSMUSG00000022383	Ppara	0.6524725823248123
ENSG00000154727	GABPA	ENSMUSG00000008976	Gabpa	2641.5026996393703
ENSG00000156273	BACH1	ENSMUSG00000025612	Bach1	2569.116547312367
ENSG00000205927	OLIG2	ENSMUSG00000039830	Olig2	1154.8690875031646
ENSG00000184221	OLIG1	ENSMUSG00000046160	Olig1	746.4844731844956
ENSG00000159216	RUNX1	ENSMUSG00000022952	Runx1	10.001363849363857
ENSG00000159263	SIM2	ENSMUSG00000062713	Sim2	0.29917203812611903
ENSG00000157554	ERG	ENSMUSG00000040732	Erg	1.0057731265235021
ENSG00000157557	ETS2	ENSMUSG00000022895	Ets2	1134.6198894957568
ENSG00000141956	PRDM15	ENSMUSG00000014039	Prdm15	381.23018004682734
ENSG00000160199	PKNOX1	ENSMUSG00000006705	Pknox1	597.491850836953
ENSG00000160224	AIRE	ENSMUSG00000000731	Aire	51.28659802053257
ENSG00000263001	GTF2I	ENSMUSG00000060261	Gtf2i	3626.2820285736902
ENSG00000266265	KLF14	ENSMUSG00000073209	Klf14	1.5960647147941465
ENSG00000260428	SCX	ENSMUSG00000034161	Scx	6.821658951575624
ENSG00000261678	SCRT1	ENSMUSG00000048385	Scrt1	0.0
