gene_id	rep1	rep2
ENSG00000120647	1751	1279
ENSG00000139044	1387	1154
ENSG00000171840	2	5
ENSG00000256020	0	0
ENSG00000255825	0	0
ENSG00000177406	93	113
ENSG00000256672	0	0
ENSG00000060237	17291	13828
ENSG00000002016	732	577
ENSG00000250132	56	61
ENSG00000082805	3337	2722
ENSG00000275811	0	2
ENSG00000249028	6	1
ENSG00000267285	1	2
ENSG00000249628	6	0
ENSG00000111186	852	661
ENSG00000171823	1246	842
ENSG00000006831	4374	3362
ENSG00000271500	28	10
ENSG00000243663	6	0
ENSG00000151062	34	19
ENSG00000166159	8	0
ENSG00000256706	0	0
ENSG00000235049	0	0
ENSG00000151065	1473	1312
ENSG00000151067	104	75
ENSG00000203593	4	2
ENSG00000256837	0	0
ENSG00000256257	0	0
ENSG00000278255	0	0
ENSG00000256025	0	0
ENSG00000256721	0	0
ENSG00000256769	0	0
ENSG00000203648	2	0
ENSG00000256271	36	24
ENSG00000246627	11	12
ENSG00000256150	0	0
ENSG00000283587	0	0
ENSG00000274659	2	0
ENSG00000256902	2	0
ENSG00000255669	0	0
ENSG00000224438	0	0
ENSG00000256030	3	5
ENSG00000004478	9814	6809
ENSG00000258325	1	0
ENSG00000258092	0	0
ENSG00000111203	930	548
ENSG00000053702	109	83
ENSG00000283297	0	0
ENSG00000111206	8681	6174
ENSG00000171792	3198	2726
ENSG00000078246	2258	1742
ENSG00000278356	16	21
ENSG00000197905	4320	2547
ENSG00000250899	2657	1625
ENSG00000234589	1	0
ENSG00000011105	2203	1837
ENSG00000256197	0	0
ENSG00000275850	0	0
ENSG00000227081	321	334
ENSG00000250770	18	24
ENSG00000236908	4	4
ENSG00000257048	4	0
ENSG00000111218	185	183
ENSG00000256691	0	0
ENSG00000243507	0	1
ENSG00000130038	199	193
ENSG00000280202	65	60
ENSG00000283138	0	0
ENSG00000111224	1239	1043
ENSG00000118976	2	0
ENSG00000256862	2	3
ENSG00000256969	29	32
ENSG00000256356	1	2
ENSG00000242444	0	0
ENSG00000256164	23	25
ENSG00000255920	5	3
ENSG00000118971	13293	11252
ENSG00000078237	1683	1346
ENSG00000213970	4	1
ENSG00000118972	29	55
ENSG00000111241	8	0
ENSG00000047621	1194	860
ENSG00000111247	3163	2319
ENSG00000010219	250	239
ENSG00000256748	0	0
ENSG00000272921	0	0
ENSG00000111254	106	102
ENSG00000256799	0	0
ENSG00000256381	4	2
ENSG00000139180	868	471
ENSG00000255639	0	0
ENSG00000255474	14	4
ENSG00000130035	141	139
ENSG00000256988	0	2
ENSG00000151079	0	0
ENSG00000255608	0	2
ENSG00000111262	32	32
ENSG00000256790	2	4
ENSG00000256654	7	8
ENSG00000255996	0	0
ENSG00000130037	95	33
ENSG00000256115	2	0
ENSG00000256417	87	92
ENSG00000256146	2	8
ENSG00000256218	0	3
ENSG00000255983	14	17
ENSG00000185652	76	63
ENSG00000047617	267	208
ENSG00000255973	0	0
ENSG00000110799	390	257
ENSG00000255775	0	0
ENSG00000010278	4940	3476
ENSG00000256103	0	0
ENSG00000008323	939	752
ENSG00000067182	3203	2053
ENSG00000111319	5185	3076
ENSG00000111321	166	171
ENSG00000256433	0	0
ENSG00000213942	0	0
ENSG00000224906	0	3
ENSG00000215039	110	112
ENSG00000139193	1	4
ENSG00000139192	40	37
ENSG00000139190	430	335
ENSG00000276718	10	9
ENSG00000256913	0	0
ENSG00000111639	4599	3277
ENSG00000010292	12411	10790
ENSG00000276232	483	724
ENSG00000255966	8	0
ENSG00000111640	133892	90493
ENSG00000269968	0	0
ENSG00000010295	1015	685
ENSG00000245667	3	4
ENSG00000111641	4782	2822
ENSG00000111642	27367	21155
ENSG00000247853	89	48
ENSG00000184574	32	23
ENSG00000111644	25	41
ENSG00000111653	734	600
ENSG00000219410	17	10
ENSG00000126746	2975	2350
ENSG00000139200	505	535
ENSG00000270068	2	4
ENSG00000111652	2179	1515
ENSG00000269892	1	4
ENSG00000089693	11180	7784
ENSG00000159335	18941	19160
ENSG00000089692	100	92
ENSG00000010610	295	375
ENSG00000250510	410	446
ENSG00000110811	2019	1388
ENSG00000111664	335	190
ENSG00000111665	1914	1405
ENSG00000111667	7966	5446
ENSG00000111669	38407	28945
ENSG00000111671	601	377
ENSG00000240370	78	51
ENSG00000010626	82	126
ENSG00000248593	170	102
ENSG00000275703	4	0
ENSG00000111674	4223	4474
ENSG00000111676	11363	8346
ENSG00000111678	1157	877
ENSG00000272173	12	14
ENSG00000111679	746	548
ENSG00000257084	0	0
ENSG00000271969	4	1
ENSG00000215021	14870	9764
ENSG00000126749	640	348
ENSG00000268439	15	9
ENSG00000111684	1202	722
ENSG00000182326	319	227
ENSG00000239701	0	0
ENSG00000257078	0	0
ENSG00000159403	253	206
ENSG00000139178	509	553
ENSG00000205885	82	96
ENSG00000276144	0	0
ENSG00000139194	67	51
ENSG00000256967	22	9
ENSG00000139182	2107	1797
ENSG00000255572	0	3
ENSG00000139197	2271	1755
ENSG00000256480	0	0
ENSG00000215009	17	2
ENSG00000177675	6	12
ENSG00000255836	64	42
ENSG00000177575	6	3
ENSG00000235868	0	0
ENSG00000256331	0	0
ENSG00000255977	0	0
ENSG00000111701	0	0
ENSG00000184344	1089	796
ENSG00000187569	33	18
ENSG00000198178	1	2
ENSG00000205857	3	0
ENSG00000111704	6327	4139
ENSG00000173262	32	38
ENSG00000241828	0	0
ENSG00000255885	0	0
ENSG00000176654	222	161
ENSG00000255356	0	0
ENSG00000059804	45819	39211
ENSG00000240739	0	2
ENSG00000282080	0	3
ENSG00000255964	6	1
ENSG00000255581	6	3
ENSG00000065970	1259	1132
ENSG00000171860	0	0
ENSG00000279865	40	31
ENSG00000089818	1312	1055
ENSG00000111729	13	4
ENSG00000235602	15	10
ENSG00000196946	2	4
ENSG00000256171	0	0
ENSG00000226711	91	88
ENSG00000244050	0	2
ENSG00000276417	5	9
ENSG00000275367	37	20
ENSG00000171847	6	4
ENSG00000254016	7	4
ENSG00000164845	9	7
ENSG00000215241	21	20
ENSG00000256589	6	3
ENSG00000226091	410	252
ENSG00000256552	35	14
ENSG00000256101	4	9
ENSG00000277952	5	0
ENSG00000242661	0	10
ENSG00000256136	0	0
ENSG00000238152	0	0
ENSG00000214487	1	2
ENSG00000177586	0	0
ENSG00000205846	4	6
ENSG00000243830	0	1
ENSG00000166527	20	10
ENSG00000246115	0	0
ENSG00000166523	1	2
ENSG00000255801	1	0
ENSG00000111732	15	9
ENSG00000280345	1	3
ENSG00000255967	9	2
ENSG00000197614	31	42
ENSG00000255829	0	0
ENSG00000256004	0	0
ENSG00000166532	4976	3841
ENSG00000244131	2	0
ENSG00000256661	0	0
ENSG00000249790	6512	4541
ENSG00000256904	1	5
ENSG00000166535	228	173
ENSG00000282022	74	35
ENSG00000111752	25534	17540
ENSG00000003056	3481	2504
ENSG00000139187	136	111
ENSG00000257105	0	0
ENSG00000213049	0	3
ENSG00000255776	0	0
ENSG00000214851	2	2
ENSG00000245105	50	23
ENSG00000175899	859	1855
ENSG00000256937	1	2
ENSG00000256720	2	0
ENSG00000126838	14	11
ENSG00000256817	0	0
ENSG00000256069	2	4
ENSG00000231503	0	0
ENSG00000237248	11	17
ENSG00000256427	0	2
ENSG00000111788	548	355
ENSG00000255753	21	16
ENSG00000260423	114	123
ENSG00000256673	74	62
ENSG00000278635	39	19
ENSG00000214826	634	345
ENSG00000214776	320	277
ENSG00000256975	0	2
ENSG00000111796	3	5
ENSG00000256594	136	123
ENSG00000233719	3	2
ENSG00000272917	0	0
ENSG00000256442	4	7
ENSG00000257027	126	117
ENSG00000069493	144	148
ENSG00000213443	0	0
ENSG00000256582	0	0
ENSG00000184293	2	0
ENSG00000110848	0	0
ENSG00000256912	0	0
ENSG00000150045	0	0
ENSG00000110852	0	0
ENSG00000255882	0	0
ENSG00000256797	0	0
ENSG00000188393	0	0
ENSG00000225231	0	0
ENSG00000231560	21	15
ENSG00000172322	4	0
ENSG00000165682	2	0
ENSG00000256660	4	0
ENSG00000256803	0	0
ENSG00000197992	0	0
ENSG00000256626	0	0
ENSG00000150048	14	20
ENSG00000255734	0	0
ENSG00000172243	35	6
ENSG00000173391	2	6
ENSG00000165685	5	3
ENSG00000139112	2782	2403
ENSG00000255958	0	0
ENSG00000134539	28	31
ENSG00000256288	1003	833
ENSG00000256155	6	6
ENSG00000245648	9	4
ENSG00000213809	1	1
ENSG00000255819	0	0
ENSG00000183542	0	0
ENSG00000205810	0	0
ENSG00000255641	0	0
ENSG00000205809	0	0
ENSG00000134545	0	0
ENSG00000180574	0	1
ENSG00000257016	0	0
ENSG00000256039	1	0
ENSG00000256667	207	113
ENSG00000111196	1893	1325
ENSG00000060140	63	43
ENSG00000060138	12070	8938
ENSG00000256888	0	0
ENSG00000235930	0	0
ENSG00000121377	0	0
ENSG00000121314	0	0
ENSG00000121381	0	0
ENSG00000231887	15	9
ENSG00000121318	5	0
ENSG00000256651	6	4
ENSG00000275778	0	0
ENSG00000111215	9	13
ENSG00000256682	0	0
ENSG00000212128	2	0
ENSG00000134551	3	4
ENSG00000212127	31	22
ENSG00000212125	23	5
ENSG00000212126	0	2
ENSG00000255837	0	4
ENSG00000212124	5	5
ENSG00000256436	9	18
ENSG00000256019	6	0
ENSG00000226761	2	0
ENSG00000256274	0	0
ENSG00000255374	0	0
ENSG00000256400	0	0
ENSG00000256188	4	4
ENSG00000256981	16	3
ENSG00000256712	8	2
ENSG00000256537	1574	1208
ENSG00000186136	0	0
ENSG00000256657	2	0
ENSG00000275119	0	0
ENSG00000197870	55	54
ENSG00000230657	0	0
ENSG00000251655	0	0
ENSG00000121335	0	0
ENSG00000255790	1	2
ENSG00000237303	4	0
ENSG00000278654	1	0
ENSG00000277705	0	0
ENSG00000270863	6	0
ENSG00000274551	0	0
ENSG00000256237	0	0
ENSG00000247157	52	53
ENSG00000139083	2345	1789
ENSG00000121380	90	91
ENSG00000198134	2	1
ENSG00000070018	6227	4661
ENSG00000242405	2	2
ENSG00000270857	2	2
ENSG00000111261	318	344
ENSG00000243141	0	0
ENSG00000205791	34	30
ENSG00000165714	482	335
ENSG00000271370	0	0
ENSG00000111266	4280	2806
ENSG00000255670	3	7
ENSG00000240424	0	0
ENSG00000111269	1704	1448
ENSG00000271215	0	2
ENSG00000275963	2	4
ENSG00000183150	1003	816
ENSG00000257004	1	0
ENSG00000111276	1347	1526
ENSG00000275560	5	13
ENSG00000256658	0	0
ENSG00000178878	263	436
ENSG00000270296	0	0
ENSG00000213782	55	40
ENSG00000242329	1	0
ENSG00000241352	0	0
ENSG00000234498	34	34
ENSG00000013588	42	23
ENSG00000247498	241	185
ENSG00000111291	31	8
ENSG00000256011	0	0
ENSG00000013583	1284	1133
ENSG00000183935	265	153
ENSG00000255621	23	4
ENSG00000243129	0	0
ENSG00000084444	1940	1641
ENSG00000111305	57	51
ENSG00000134531	103	119
ENSG00000180861	10	11
ENSG00000273079	202	149
ENSG00000256306	0	0
ENSG00000277935	0	0
ENSG00000256346	0	0
ENSG00000227760	0	0
ENSG00000256084	0	0
ENSG00000255763	0	0
ENSG00000255749	3	0
ENSG00000244573	1	1
ENSG00000171681	13056	11496
ENSG00000121316	691	677
ENSG00000255649	0	1
ENSG00000256751	0	3
ENSG00000070019	68	54
ENSG00000214772	5	9
ENSG00000261324	144	70
ENSG00000197837	3086	1942
ENSG00000246705	1106	559
ENSG00000084463	10231	8234
ENSG00000182993	201	173
ENSG00000179256	8	12
ENSG00000111339	10	18
ENSG00000256339	0	0
ENSG00000111341	4	4
ENSG00000139055	14	13
ENSG00000111348	45	43
ENSG00000139053	0	0
ENSG00000255727	4	3
ENSG00000134533	52	33
ENSG00000256650	0	0
ENSG00000255660	0	0
ENSG00000256283	0	0
ENSG00000151490	187	161
ENSG00000243916	0	0
ENSG00000151491	481	454
ENSG00000255565	0	0
ENSG00000256627	0	0
ENSG00000256953	2	1
ENSG00000023734	14479	10745
ENSG00000023697	1940	1638
ENSG00000256134	0	1
ENSG00000188991	2	0
ENSG00000008394	12008	9628
ENSG00000256238	7	6
ENSG00000256450	0	0
ENSG00000048540	470	482
ENSG00000256564	3	2
ENSG00000283240	0	4
ENSG00000255871	0	0
ENSG00000256211	2	2
ENSG00000213235	4	1
ENSG00000242991	0	0
ENSG00000256896	0	0
ENSG00000256756	2	0
ENSG00000256994	2	0
ENSG00000256389	0	0
ENSG00000111404	4	0
ENSG00000139144	6	4
ENSG00000255892	0	0
ENSG00000255960	0	4
ENSG00000256138	0	0
ENSG00000139151	10	2
ENSG00000255993	0	3
ENSG00000255648	0	0
ENSG00000177938	0	0
ENSG00000227525	23	30
ENSG00000256844	0	0
ENSG00000052126	7056	5508
ENSG00000253284	22	26
ENSG00000139154	3725	2736
ENSG00000255909	0	0
ENSG00000271462	0	0
ENSG00000245205	22	9
ENSG00000240328	2	2
ENSG00000255910	0	0
ENSG00000256849	2	1
ENSG00000256287	0	2
ENSG00000256499	0	0
ENSG00000256879	0	0
ENSG00000172572	326	310
ENSG00000131982	0	0
ENSG00000256663	279	185
ENSG00000139155	19	11
ENSG00000111700	0	0
ENSG00000257046	0	0
ENSG00000256157	0	0
ENSG00000205754	0	0
ENSG00000257062	0	0
ENSG00000134538	1	4
ENSG00000084453	405	368
ENSG00000121351	14	17
ENSG00000121350	448	450
ENSG00000256021	0	0
ENSG00000004700	2065	1545
ENSG00000111711	3017	2313
ENSG00000134548	47	64
ENSG00000111713	5	3
ENSG00000111716	52303	37848
ENSG00000256615	0	2
ENSG00000255644	0	0
ENSG00000121361	64	46
ENSG00000069431	317	218
ENSG00000257022	0	1
ENSG00000275567	0	0
ENSG00000255627	0	0
ENSG00000111726	3095	2393
ENSG00000111728	358	584
ENSG00000274624	0	0
ENSG00000283582	0	0
ENSG00000256714	0	0
ENSG00000111731	4544	3216
ENSG00000256973	20	8
ENSG00000256371	0	0
ENSG00000256774	0	0
ENSG00000250166	0	0
ENSG00000257023	4	6
ENSG00000139163	5143	3490
ENSG00000274885	0	4
ENSG00000256995	62	88
ENSG00000241451	1	0
ENSG00000256923	6	8
ENSG00000256321	17	16
ENSG00000256353	0	0
ENSG00000115934	0	0
ENSG00000134532	561	627
ENSG00000256473	1	0
ENSG00000255864	17	16
ENSG00000256120	0	0
ENSG00000197503	0	0
ENSG00000256852	0	0
ENSG00000244662	0	0
ENSG00000255745	0	2
ENSG00000060982	32915	25407
ENSG00000256482	3	3
ENSG00000278969	0	0
ENSG00000255921	1	0
ENSG00000213736	0	0
ENSG00000226397	5	11
ENSG00000118308	2	0
ENSG00000258546	0	0
ENSG00000258449	0	0
ENSG00000276842	0	2
ENSG00000118307	12	12
ENSG00000205707	394	373
ENSG00000133703	5968	4341
ENSG00000274987	0	4
ENSG00000275197	1	2
ENSG00000278743	4	12
ENSG00000241846	0	0
ENSG00000152936	23	17
ENSG00000279173	0	0
ENSG00000256079	0	0
ENSG00000255988	0	0
ENSG00000257009	0	0
ENSG00000256686	2	1
ENSG00000255725	0	0
ENSG00000256440	0	0
ENSG00000256256	0	0
ENSG00000246695	298	262
ENSG00000123094	3242	2718
ENSG00000123095	66	70
ENSG00000123096	62	102
ENSG00000256894	3	2
ENSG00000256234	3	3
ENSG00000255750	0	0
ENSG00000278095	0	0
ENSG00000255858	0	0
ENSG00000255968	2	9
ENSG00000256185	8	0
ENSG00000123104	3282	2441
ENSG00000234428	4	3
ENSG00000256640	0	0
ENSG00000064102	3421	2584
ENSG00000111790	1788	1669
ENSG00000247903	614	564
ENSG00000064115	4044	3371
ENSG00000152944	2354	1789
ENSG00000275764	340	268
ENSG00000214700	2	0
ENSG00000271418	0	0
ENSG00000256226	0	0
ENSG00000256625	5	4
ENSG00000211455	3624	2730
ENSG00000029153	1319	731
ENSG00000245311	1	0
ENSG00000165935	2	2
ENSG00000257037	0	0
ENSG00000110841	2718	2118
ENSG00000248100	8	6
ENSG00000256056	2	0
ENSG00000256557	0	0
ENSG00000256377	11	6
ENSG00000174236	6	5
ENSG00000276261	0	2
ENSG00000230519	0	0
ENSG00000256504	0	0
ENSG00000061794	3871	2614
ENSG00000205693	0	0
ENSG00000256747	3	2
ENSG00000087448	2450	1588
ENSG00000256512	0	0
ENSG00000256378	0	0
ENSG00000087494	8	2
ENSG00000257042	0	0
ENSG00000123106	1164	895
ENSG00000247934	22	30
ENSG00000255951	0	0
ENSG00000278733	0	8
ENSG00000273989	4	4
ENSG00000244712	2	0
ENSG00000256513	0	0
ENSG00000278687	0	0
ENSG00000257258	0	0
ENSG00000064763	1152	1016
ENSG00000275278	0	0
ENSG00000275476	2	0
ENSG00000257176	20	4
ENSG00000274315	6	5
ENSG00000273680	22	12
ENSG00000087502	1578	1377
ENSG00000257599	1	0
ENSG00000187950	1	2
ENSG00000133687	1840	1269
ENSG00000257456	4	5
ENSG00000242986	2	0
ENSG00000276431	0	0
ENSG00000257262	2	2
ENSG00000257756	0	0
ENSG00000257932	0	0
ENSG00000258202	0	0
ENSG00000133704	5902	4404
ENSG00000110888	4213	2944
ENSG00000246331	2	3
ENSG00000235884	333	146
ENSG00000258118	0	0
ENSG00000110900	704	594
ENSG00000226472	5	8
ENSG00000256984	3	8
ENSG00000245614	93	56
ENSG00000013573	5915	3951
ENSG00000270926	14	11
ENSG00000177359	242	215
ENSG00000270766	0	0
ENSG00000243517	3	5
ENSG00000270395	0	0
ENSG00000275097	14	8
ENSG00000139146	20612	15426
ENSG00000256176	17	1
ENSG00000177340	55	21
ENSG00000256232	64	47
ENSG00000170456	2053	1875
ENSG00000275769	11	8
ENSG00000203437	2	1
ENSG00000256159	0	1
ENSG00000225349	2	0
ENSG00000255867	2	4
ENSG00000231788	0	0
ENSG00000233381	0	0
ENSG00000139160	77	88
ENSG00000151743	261	215
ENSG00000276058	4	0
ENSG00000276900	37	55
ENSG00000256843	0	0
ENSG00000223722	2	4
ENSG00000188375	4	0
ENSG00000256372	0	0
ENSG00000255760	0	0
ENSG00000256465	2	0
ENSG00000244436	4	0
ENSG00000242314	0	0
ENSG00000256987	2	0
ENSG00000174718	14449	9943
ENSG00000276136	29	10
ENSG00000257094	0	0
ENSG00000257852	0	0
ENSG00000271357	0	0
ENSG00000257530	0	0
ENSG00000151746	2665	2145
ENSG00000277342	57	32
ENSG00000258134	2	2
ENSG00000274964	188	157
ENSG00000276115	61	23
ENSG00000139132	4029	2591
ENSG00000087470	6721	5602
ENSG00000257643	1	0
ENSG00000276148	5	5
ENSG00000257511	19	10
ENSG00000139131	2220	1545
ENSG00000274105	17	11
ENSG00000275854	51	32
ENSG00000057294	2278	1489
ENSG00000274976	5	4
ENSG00000244743	0	0
ENSG00000257316	0	0
ENSG00000257435	0	0
ENSG00000110975	282	99
ENSG00000259937	23	10
ENSG00000273853	0	2
ENSG00000256070	2	0
ENSG00000270807	0	0
ENSG00000139133	529	396
ENSG00000245482	0	2
ENSG00000256538	4	9
ENSG00000255628	0	0
ENSG00000256986	0	0
ENSG00000250788	0	0
ENSG00000255652	1	0
ENSG00000258794	0	0
ENSG00000256614	0	0
ENSG00000258368	0	0
ENSG00000257173	0	0
ENSG00000258278	0	0
ENSG00000254381	0	0
ENSG00000257292	0	0
ENSG00000258360	0	0
ENSG00000175548	822	732
ENSG00000257645	0	0
ENSG00000258119	0	1
ENSG00000139117	481	504
ENSG00000257718	17	25
ENSG00000257586	0	0
ENSG00000257237	0	0
ENSG00000258144	0	0
ENSG00000270718	0	0
ENSG00000139116	5717	3986
ENSG00000255991	0	0
ENSG00000270273	0	0
ENSG00000173208	11	18
ENSG00000180116	0	4
ENSG00000151229	893	733
ENSG00000229014	0	0
ENSG00000260943	0	0
ENSG00000223914	0	0
ENSG00000225342	2	2
ENSG00000188906	32	25
ENSG00000229899	0	0
ENSG00000205592	53	31
ENSG00000258167	0	0
ENSG00000018236	442	316
ENSG00000257680	0	0
ENSG00000274682	0	0
ENSG00000165966	39	82
ENSG00000257228	0	0
ENSG00000258239	0	0
ENSG00000257858	0	0
ENSG00000257784	1	0
ENSG00000257239	2	0
ENSG00000257128	0	0
ENSG00000271379	2	0
ENSG00000151233	2246	1565
ENSG00000015153	630	534
ENSG00000134283	4427	3243
ENSG00000257674	0	0
ENSG00000139168	2560	2586
ENSG00000274943	35	23
ENSG00000257376	2	0
ENSG00000139174	1218	757
ENSG00000257225	13	8
ENSG00000258068	0	0
ENSG00000257510	0	0
ENSG00000257687	0	0
ENSG00000257405	0	0
ENSG00000257164	0	0
ENSG00000240759	1	3
ENSG00000257114	0	0
ENSG00000271272	0	0
ENSG00000257849	0	0
ENSG00000257373	0	0
ENSG00000257927	0	0
ENSG00000258331	0	0
ENSG00000173157	312	316
ENSG00000241251	0	0
ENSG00000257813	0	0
ENSG00000271508	0	0
ENSG00000257907	1	0
ENSG00000129317	3004	2059
ENSG00000257896	9	5
ENSG00000198001	414	381
ENSG00000151239	2506	2253
ENSG00000139173	47	42
ENSG00000258212	0	0
ENSG00000257947	0	0
ENSG00000257864	0	0
ENSG00000275286	0	0
ENSG00000184613	3503	3371
ENSG00000185610	26	21
ENSG00000257319	0	1
ENSG00000257331	2	0
ENSG00000257572	0	0
ENSG00000134297	232	217
ENSG00000257738	0	0
ENSG00000177119	5251	4326
ENSG00000278351	0	0
ENSG00000257368	0	0
ENSG00000257657	0	0
ENSG00000273015	586	483
ENSG00000189079	6462	5161
ENSG00000278475	0	0
ENSG00000270429	4	4
ENSG00000139218	8945	7132
ENSG00000239397	0	0
ENSG00000111371	31051	21717
ENSG00000274591	0	2
ENSG00000134294	34493	25454
ENSG00000258096	40	10
ENSG00000257261	94	89
ENSG00000257496	19	8
ENSG00000275481	35	42
ENSG00000278896	6	6
ENSG00000272369	14	6
ENSG00000272963	0	0
ENSG00000271642	0	0
ENSG00000139209	290	289
ENSG00000274723	0	1
ENSG00000139211	1071	912
ENSG00000179715	376	288
ENSG00000258352	1	0
ENSG00000247774	3	7
ENSG00000257925	2	1
ENSG00000258181	12	11
ENSG00000276454	0	0
ENSG00000258116	0	0
ENSG00000257924	0	0
ENSG00000257906	0	0
ENSG00000258369	0	0
ENSG00000257807	0	0
ENSG00000257905	1	2
ENSG00000005175	3948	3058
ENSG00000276390	33	22
ENSG00000257433	10	9
ENSG00000111405	0	0
ENSG00000280054	7	2
ENSG00000274902	0	2
ENSG00000079337	351	317
ENSG00000211584	592	678
ENSG00000277173	6	6
ENSG00000061273	5482	4495
ENSG00000268069	3	4
ENSG00000276691	2	7
ENSG00000274737	8	15
ENSG00000257488	0	2
ENSG00000111424	27	29
ENSG00000205537	2	0
ENSG00000278385	2	6
ENSG00000279840	1	1
ENSG00000134291	1786	1609
ENSG00000139219	8046	10827
ENSG00000258203	3	2
ENSG00000257985	0	0
ENSG00000257955	0	0
ENSG00000276814	20	25
ENSG00000079387	3267	2351
ENSG00000240399	15	10
ENSG00000226138	1	0
ENSG00000152556	5122	4080
ENSG00000177981	687	463
ENSG00000274124	0	2
ENSG00000258051	0	0
ENSG00000257885	0	0
ENSG00000257848	0	0
ENSG00000177875	92	122
ENSG00000279875	1	0
ENSG00000269514	16	23
ENSG00000172640	0	2
ENSG00000258234	0	0
ENSG00000275228	0	0
ENSG00000187166	0	0
ENSG00000258273	0	0
ENSG00000167528	721	656
ENSG00000257735	2	0
ENSG00000257763	0	6
ENSG00000273765	0	0
ENSG00000258024	0	0
ENSG00000257792	0	0
ENSG00000273434	0	0
ENSG00000226413	2	2
ENSG00000139223	0	0
ENSG00000177627	13	13
ENSG00000258121	0	0
ENSG00000240443	0	0
ENSG00000197376	1	0
ENSG00000198678	0	0
ENSG00000167531	0	0
ENSG00000224709	2	0
ENSG00000139620	2183	1477
ENSG00000129315	4383	3226
ENSG00000257987	2	0
ENSG00000257653	0	0
ENSG00000174233	2334	2176
ENSG00000257660	11	9
ENSG00000271547	0	0
ENSG00000167535	1081	985
ENSG00000174243	6822	4550
ENSG00000172602	632	385
ENSG00000239617	3	4
ENSG00000272822	0	1
ENSG00000139537	174	116
ENSG00000134285	892	527
ENSG00000255863	0	0
ENSG00000134287	14248	8971
ENSG00000169884	92	38
ENSG00000125084	38	23
ENSG00000181418	6	6
ENSG00000258283	0	0
ENSG00000257913	13	15
ENSG00000181929	1973	1532
ENSG00000167548	9054	6655
ENSG00000167550	179	129
ENSG00000277672	0	0
ENSG00000139549	2	6
ENSG00000257346	1	0
ENSG00000139636	1525	1539
ENSG00000123416	22439	14505
ENSG00000258017	0	6
ENSG00000167552	24977	25305
ENSG00000167553	7835	5374
ENSG00000258101	4	18
ENSG00000258232	1	1
ENSG00000258334	30	7
ENSG00000135406	20	13
ENSG00000135451	2127	1611
ENSG00000186897	97	195
ENSG00000178401	60	51
ENSG00000123352	2661	2216
ENSG00000257954	9	3
ENSG00000257464	0	4
ENSG00000135519	12	23
ENSG00000187778	4531	2980
ENSG00000110844	513	477
ENSG00000257964	10	6
ENSG00000135436	15	25
ENSG00000258284	0	2
ENSG00000257243	1	2
ENSG00000258104	0	2
ENSG00000161791	2825	1830
ENSG00000139644	29081	22778
ENSG00000257570	0	0
ENSG00000257730	0	0
ENSG00000167566	3199	2502
ENSG00000258057	30	41
ENSG00000186666	133	103
ENSG00000257253	0	0
ENSG00000242041	0	0
ENSG00000135472	59	62
ENSG00000258135	0	2
ENSG00000257771	1	0
ENSG00000167580	0	0
ENSG00000257588	4	4
ENSG00000257378	0	0
ENSG00000161798	93	54
ENSG00000086159	6	5
ENSG00000161800	3291	3241
ENSG00000110881	398	524
ENSG00000066117	13637	10139
ENSG00000167588	33	18
ENSG00000178449	548	359
ENSG00000272368	27	14
ENSG00000139624	2257	1599
ENSG00000050405	3950	2873
ENSG00000257298	7	10
ENSG00000257531	0	5
ENSG00000257256	0	0
ENSG00000278842	0	0
ENSG00000185958	3	5
ENSG00000244266	0	0
ENSG00000161813	6676	4413
ENSG00000066084	4327	2978
ENSG00000271018	3	0
ENSG00000123268	1876	1276
ENSG00000271490	0	0
ENSG00000186452	2	0
ENSG00000271621	0	0
ENSG00000185432	1792	1049
ENSG00000274156	2	0
ENSG00000271596	0	0
ENSG00000214511	0	0
ENSG00000274797	0	0
ENSG00000110911	4596	2986
ENSG00000050426	1155	963
ENSG00000110925	2547	2037
ENSG00000135457	3769	2838
ENSG00000244540	0	0
ENSG00000257246	0	2
ENSG00000184271	354	206
ENSG00000278126	54	35
ENSG00000183283	1764	1932
ENSG00000170545	230	166
ENSG00000110934	0	2
ENSG00000139610	0	0
ENSG00000139629	469	350
ENSG00000050438	1359	1310
ENSG00000271065	2	0
ENSG00000196876	1300	916
ENSG00000257851	3	5
ENSG00000260122	0	0
ENSG00000260473	41	34
ENSG00000278451	0	0
ENSG00000261586	1164	1182
ENSG00000261308	717	612
ENSG00000259887	42	43
ENSG00000167612	12	18
ENSG00000258021	0	0
ENSG00000139567	34	58
ENSG00000135503	2014	1765
ENSG00000161835	174	185
ENSG00000123358	602	643
ENSG00000259884	0	0
ENSG00000123395	513	349
ENSG00000257663	0	0
ENSG00000257542	8	1
ENSG00000272724	0	0
ENSG00000257989	0	0
ENSG00000167767	0	14
ENSG00000257137	0	0
ENSG00000258279	0	0
ENSG00000257649	0	0
ENSG00000135480	174	124
ENSG00000257671	2	2
ENSG00000170442	3	2
ENSG00000135477	0	2
ENSG00000257830	0	0
ENSG00000205426	0	0
ENSG00000257829	0	0
ENSG00000170523	0	0
ENSG00000274928	0	0
ENSG00000135443	0	0
ENSG00000161849	0	0
ENSG00000258253	0	0
ENSG00000161850	0	0
ENSG00000257500	0	0
ENSG00000257844	0	0
ENSG00000170454	0	0
ENSG00000185479	0	0
ENSG00000170465	0	0
ENSG00000205420	0	0
ENSG00000186081	0	0
ENSG00000139648	0	0
ENSG00000170484	2	0
ENSG00000170486	0	0
ENSG00000257495	0	0
